,name,price,mileage,drivetrain,mpg,fuel_type,transmission,engine,zipcode,oneowner,personal_use
1913,2018 Honda Accord Sport,25500.0,49000, Front-wheel Drive ,29–35,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,22191,0,1
1914,2015 Chevrolet Corvette Stingray Z51,56495.0,9391, Rear-wheel Drive ,17–29,Gasoline ,7-Speed Manual,6.2L V8 16V GDI OHV,60004,1,1
1915,2018 Ford F-150 Raptor,51399.0,84675, Four-wheel Drive ,15–18,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,7724,0,0
1916,2008 Land Rover Range Rover Supercharged,12200.0,87214, Four-wheel Drive ,12–18,Gasoline ,6-Speed Automatic,4.2L V8 32V MPFI DOHC Supercharged,91335,0,1
1917,2021 Lexus LX 570 Three-Row,88496.0,20413, Four-wheel Drive ,12–16,Gasoline ,8-Speed Automatic,5.7L V8 32V MPFI DOHC,30339,3,3
1918,2014 Toyota RAV4 Limited,24991.0,58879, All-wheel Drive ,22–29,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC,2481,3,3
1919,2020 Toyota Camry SE,28962.0,25102, Front-wheel Drive ,28–39,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,76017,1,1
1920,2020 Honda Accord LX 1.5T,27998.0,39196, Front-wheel Drive ,30–38,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,20165,3,3
1921,2021 Bentley Continental GT V8,266000.0,5073, All-wheel Drive ,16–26,Gasoline ,8-Speed Automatic with Auto-Shift,4.0L V8 32V GDI DOHC Twin Turbo,7044,0,1
1922,2015 Audi Q7 3.0T Premium Plus,24989.0,63879, All-wheel Drive ,16–22,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,20151,0,1
1923,2014 Mercedes-Benz S-Class S 550,34490.0,78073, Rear-wheel Drive ,17–25,Gasoline ,7-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo,32771,0,1
1924,2022 Ford Bronco Wildtrak,78777.0,4248, Four-wheel Drive ,19–20,Gasoline ,10-Speed Automatic,2.7L V6 24V GDI DOHC Turbo,60160,3,3
1925,2019 Mercedes-Benz GLC 300 Base 4MATIC,38998.0,20624, All-wheel Drive ,22–27,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,60477,3,3
1926,2021 GMC Yukon Denali,86971.0,14456, Four-wheel Drive ,14–19,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV,98271,0,0
1927,2019 INFINITI QX80 Luxe,41888.0,57490, Four-wheel Drive ,13–19,Gasoline ,7-Speed Automatic,8 Cylinder Engine,98057,1,0
1928,2013 Lexus GS 350 Base,23995.0,35697, All-wheel Drive ,19–26,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI DOHC,7305,3,3
1929,2021 Toyota Tacoma TRD Off Road,42481.0,33905, 4WD ,18–22,Gasoline ,6-Speed Automatic,3.5L V6 24V PDI DOHC,22554,3,3
1930,2019 BMW 430 i xDrive,37895.0,49772, All-wheel Drive ,23–33,Gasoline ,8-Speed Automatic Sport,4 Cylinder Engine,60016,0,0
1931,2019 Honda CR-V EX-L,34987.0,19439, All-wheel Drive ,27–33,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,72704,1,1
1932,2017 Lexus GX 460 Luxury,42223.0,45882, Four-wheel Drive ,15–18,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,98502,3,3
1933,2006 Chevrolet Corvette Z06,42995.0,42000, Rear-wheel Drive ,16–26,Gasoline ,6-Speed Manual,7.0L V8 16V MPFI OHV,46582,3,3
1934,2018 Chevrolet Trax LT,17699.0,52966, Front-wheel Drive ,25–33,Gasoline ,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,77094,3,3
1935,2018 Cadillac XTS Luxury,18999.0,63680, All-wheel Drive ,17–26,Gasoline ,6-Speed Automatic,3.6L V6 24V GDI DOHC,19067,3,3
1936,2016 Toyota 4Runner Limited,29978.0,79468, Four-wheel Drive ,17–21,Gasoline ,AUTOMATIC,V6 Cylinder Engine 4.0L,46219,0,0
1937,2022 Genesis GV70 2.5T,56350.0,1297, All-wheel Drive ,22–28,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC Turbo,98409,3,3
1938,2020 Toyota Camry SE,28777.0,33449, Front-wheel Drive ,28–39,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,75110,1,1
1939,2019 Toyota Camry SE,28995.0,47848, Front-wheel Drive ,28–39,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,70817,0,1
1940,2014 BMW 328 i,15450.0,95068, Rear-wheel Drive ,23–35,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,0,0,1
1941,2018 Ford F-150 Raptor,59855.0,37291, Four-wheel Drive ,15–18,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,7945,1,0
1942,2018 Audi Q7 3.0T Premium Plus,41989.0,19686, All-wheel Drive ,19–25,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,11220,1,1
1943,2017 Chevrolet Corvette Grand Sport,62900.0,42023, Rear-wheel Drive ,16–25,Gasoline ,8-Speed Automatic,6.2L V8 16V GDI OHV,53221,1,1
1944,2017 Mercedes-Benz C-Class C 300 4MATIC,33977.0,39673, All-wheel Drive ,23–29,Gasoline ,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2062,3,3
1945,2016 Toyota 4Runner SR5 Premium,30773.0,72510, Rear-wheel Drive ,17–22,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,32301,3,3
1946,2015 Lexus RC F Base,47991.0,66444, Rear-wheel Drive ,16–25,Gasoline ,8-Speed Automatic,5.0L V8 32V PDI DOHC,98203,0,1
1947,2020 BMW 540 i,46996.0,31523, Rear-wheel Drive ,22–30,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,30339,3,3
1948,2021 Tesla Model Y Long Range,69971.0,12042, All-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,30360,1,1
1949,2020 RAM 1500 Limited,54944.0,29319, Four-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,30265,0,1
1950,2019 Mercedes-Benz AMG C 43 Base 4MATIC,51995.0,20258, All-wheel Drive ,19–27,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,22182,3,3
1951,2011 Chevrolet Corvette Base,29994.0,28311, Rear-wheel Drive ,None,Gasoline ,6-Speed Automatic,6.2L V8 16V MPFI OHV,77083,0,1
1952,2010 Audi Q5 3.2 Premium Plus,11991.0,148663, All-wheel Drive ,18–23,Gasoline ,6-Speed Automatic,3.2L V6 24V GDI DOHC,98036,3,3
1953,2021 Jeep Wrangler Unlimited 4xe Sahara,53462.0,7615, Four-wheel Drive ,None,Hybrid ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,61764,3,3
1954,2017 BMW X3 sDrive28i,19499.0,63885, Rear-wheel Drive ,21–28,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,77017,3,3
1955,2018 Mercedes-Benz CLA 250 Base,26998.0,57957, Front-wheel Drive ,24–37,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,94538,3,3
1956,2020 Volvo S60 T5 Momentum,34788.0,10349, Front-wheel Drive ,23–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,98006,3,3
1957,2020 Ford Mustang ECOBOOST PREMIUM,31380.0,47535, – ,None,– ,10-SPEED AUTOMATIC,2.3L ECOBOOST,91801,1,0
1958,2020 Nissan Armada SL,34000.0,71819, Rear-wheel Drive ,14–19,Gasoline ,7-Speed Automatic,5.6L V8 32V GDI DOHC,35203,3,3
1959,2019 Volkswagen Atlas 3.6L SE w/Technology,34995.0,34749, All-wheel Drive ,17–23,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,6088,1,1
1960,2010 BMW 550 Gran Turismo i,11999.0,85777, Rear-wheel Drive ,15–21,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,75220,0,0
1961,2009 Toyota Matrix S,6999.0,146075, Front-wheel Drive ,21–29,Gasoline ,5-Speed Automatic,2.4L I4 16V MPFI DOHC,98387,3,3
1962,2016 Jaguar XJ XJ R-Sport,23891.0,94181, Rear-wheel Drive ,18–27,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,77090,0,0
1963,2020 Ford F-150 Lariat,48995.0,11070, Four-wheel Drive ,18–23,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,49464,3,3
1964,2015 Chevrolet Silverado 1500 LT,31575.0,67485, Four-wheel Drive ,17–22,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,22406,3,3
1965,2020 Hyundai Tucson Limited,28895.0,26636, Front-wheel Drive ,22–28,Gasoline ,6-Speed Automatic,2.4L I4 16V GDI DOHC,33761,1,1
1966,2005 Honda S2000 Base (M6),37888.0,35906, Rear-wheel Drive ,20–25,Gasoline ,6-Speed Manual,2.2L I4 16V MPFI DOHC,98037,0,1
1967,2005 Ford Excursion Limited,24850.0,150944, Four-wheel Drive ,None,Diesel ,5-Speed Automatic,6.0L V8 32V DDI OHV Turbo Diesel,98371,0,0
1968,2018 Volkswagen Golf GTI 2.0T S 4-Door,22880.0,46750, Front-wheel Drive ,25–33,Gasoline ,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,76710,1,1
1969,2019 BMW M5 Base,87880.0,26008, All-wheel Drive ,15–21,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,98133,1,1
1970,2017 Mercedes-Benz E-Class E 300,22995.0,69031, All-wheel Drive ,22–29,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,10475,0,1
1971,2019 Ford F-150 LARIAT,45989.0,53336, Four-wheel Drive ,17–23,Gasoline ,Automatic,Regular Unleaded 3.5 L EcoBoost,83687,1,1
1972,2014 Ford F-150 XLT,23998.0,114983, Four-wheel Drive ,14–19,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,34744,0,1
1973,2022 Acura MDX A-Spec,58995.0,9235, All-wheel Drive ,19–25,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI SOHC,32771,3,3
1974,2020 Ford F-150 XL,44962.0,2261, Four-wheel Drive ,18–23,Gasoline ,Automatic,2.7L V6 24V PDI DOHC Twin Turbo,98499,3,3
1975,2016 Land Rover Range Rover Sport Supercharged HSE,24495.0,87000, Four-wheel Drive ,17–23,Gasoline ,8-SPEED A/T,V6 Cylinder Engine,3053,3,3
1976,2013 Nissan Juke SL,12995.0,92445, Front-wheel Drive ,27–32,Gasoline ,Automatic CVT,1.6L I4 16V GDI DOHC Turbo,32792,1,1
1977,2020 INFINITI QX60 Pure,30265.0,52194, All-wheel Drive ,19–26,Gasoline ,Automatic CVT,3.5L V6 24V GDI DOHC,34471,3,3
1978,2019 Audi A3 2.0T Premium,39995.0,20139, Front-wheel Drive ,26–35,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,98229,1,0
1979,2022 Lexus GX 460 GX 460 Premium,64700.0,1933, Four-wheel Drive ,15–19,Gasoline ,Automatic,Premium Unleaded V-8 4.6 L/281,98424,1,1
1980,2017 BMW X5 eDrive xDrive40e,39990.0,37532, All-wheel Drive ,None,Hybrid ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,0,3,3
1981,2009 Dodge Challenger SRT8,28690.0,31636, Rear-wheel Drive ,13–19,Gasoline ,6-Speed Manual,6.1L V8 16V MPFI OHV,32117,0,1
1982,2018 Honda Accord EX-L,28999.0,16150, Front-wheel Drive ,30–38,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,8052,0,1
1983,2015 Buick Encore Premium,25288.0,47991, All-wheel Drive ,23–30,Gasoline ,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,98532,0,1
1984,2008 Chrysler Crossfire Limited,21998.0,10667, Rear-wheel Drive ,15–23,Gasoline ,6-Speed Manual,3.2L V6 18V MPFI SOHC,98072,0,0
1985,2018 Lexus LC 500 Base,71967.0,57500, Rear-wheel Drive ,16–26,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC,30080,0,1
1986,2016 Chevrolet Tahoe LTZ,32495.0,79002, Four-wheel Drive ,16–22,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,0,3,3
1987,2019 Cadillac XT5 Luxury,33733.0,33190, All-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,14127,1,1
1988,2017 Chevrolet Corvette Grand Sport,67985.0,10079, Rear-wheel Drive ,16–25,Gasoline ,8-Speed Automatic,6.2L V8 16V GDI OHV,6226,0,1
1989,2014 Mercedes-Benz G-Class G 550,74999.0,58248, All-wheel Drive ,12–15,Gasoline ,7-Speed Automatic,5.5L V8 32V MPFI DOHC,98037,0,1
1990,2015 Chevrolet Suburban 1500 LT,23395.0,141509, Four-wheel Drive ,15–22,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,7083,3,3
1991,2017 Kia Sedona LX,22888.0,51672, Front-wheel Drive ,18–24,Gasoline ,6-Speed Automatic,3.3L V6 24V GDI DOHC,32124,1,1
1992,2020 Lincoln Aviator Reserve AWD,55577.0,34012, All-wheel Drive ,17–24,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,98221,1,0
1993,2012 Lexus GX 460 Premium,18900.0,191456, Four-wheel Drive ,15–20,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,60439,1,1
1994,2017 Toyota Prius Two,25000.0,60261, Front-wheel Drive ,54–50,Gas/Electric Hybrid ,A/T,121.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,0,3,3
1995,2020 Toyota Tundra SR5,47389.0,25113, Four-wheel Drive ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,30067,1,1
1996,2020 Jeep Wrangler Unlimited Sahara,44650.0,7944, Four-wheel Drive ,17–23,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,33014,1,1
1997,2021 Lexus LX 570 Three-Row,89995.0,12024, Four-wheel Drive ,12–16,Gasoline ,8-Speed Automatic,5.7L V8 32V MPFI DOHC,32811,1,1
1998,2018 Honda HR-V EX-L w/Navigation,24999.0,11311, Front-wheel Drive ,28–34,Gasoline ,Automatic CVT,1.8L I4 16V MPFI SOHC,8052,1,1
1999,2021 Tesla Model Y Long Range,70229.0,18151, All-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,85014,1,1
2000,2012 Porsche Cayenne S,19168.0,129400, All-wheel Drive ,16–22,Gasoline ,8-Speed Automatic,4.8L V8 32V GDI DOHC,46143,0,1
2001,2018 Buick Enclave Essence,26297.0,41635, Front-wheel Drive ,18–26,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC,32809,1,1
2002,2011 BMW 328 i,17500.0,46956, Rear-wheel Drive ,18–28,Gasoline ,6-Speed Automatic,3.0L I6 24V MPFI DOHC,75070,0,1
2003,2020 Toyota Tundra SR5,34995.0,63627, 4WD ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,33024,1,1
2004,2012 Kia Sedona LX,4500.0,220519, Front-wheel Drive ,18–25,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC,98532,3,3
2005,2020 Toyota Tundra SR5,43998.0,29290, Four-wheel Drive ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,33186,0,1
2006,2016 Toyota 4Runner Limited,33800.0,62060, Four-wheel Drive ,17–21,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,20874,1,1
2007,2017 Mercedes-Benz S-Class S 550 4MATIC,54990.0,53473, All-wheel Drive ,16–25,Gasoline ,9-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo,77079,0,0
2008,2014 Mercedes-Benz E-Class E 63 AMG,89998.0,23621, All-wheel Drive ,15–21,Gasoline ,7-SPEED A/T,8 Cylinder Engine,98037,3,3
2009,2020 BMW X7 M50i,88990.0,17330, All-wheel Drive ,15–21,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,33612,1,1
2010,2020 RAM 1500 Big Horn,41056.0,21010, Four-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,43612,1,1
2011,2019 Ford F-150 King Ranch,54900.0,29621, Four-wheel Drive ,16–22,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,70058,1,1
2012,2019 Toyota Tundra Limited,47467.0,45499, Four-wheel Drive ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,28806,1,1
2013,2009 Chevrolet Tahoe LS,15998.0,67854, Rear-wheel Drive ,None,Gasoline ,Automatic,4.8L V8 16V MPFI OHV,76012,0,1
2014,2019 BMW X5 xDrive40i,52798.0,33036, All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,68521,0,1
2015,2021 Lexus RC F Track,82880.0,7746, Rear-wheel Drive ,16–24,Gasoline ,8-Speed Automatic,5.0L V8 32V PDI DOHC,98133,0,0
2016,2020 Acura TLX A-Spec,37500.0,10825, Front-wheel Drive ,23–32,Gasoline ,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC,98225,3,3
2017,2022 Lexus LX 600 F SPORT,149950.0,2275, Four-wheel Drive ,None,Gasoline ,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,98005,1,1
2018,2014 Mitsubishi Lancer Evolution GSR,34900.0,60542, All-wheel Drive ,17–23,Gasoline ,5-Speed Manual,2.0L I4 16V MPFI DOHC Turbo,60008,0,1
2019,2019 Cadillac XT5 Luxury,34630.0,30836, All-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,14127,1,1
2020,2013 Audi Q7 3.0T Premium Plus,19450.0,65273, All-wheel Drive ,16–22,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,0,1,1
2021,2015 Jeep Wrangler Sport,22341.0,92706, Four-wheel Drive ,17–21,Gasoline ,5-Speed Automatic,3.6L V6 24V MPFI DOHC,49254,0,1
2022,2021 Nissan GT-R Premium,149895.0,3026, All-wheel Drive ,16–22,Gasoline ,6-Speed Automatic with Auto-Shift,3.8L V6 24V MPFI DOHC Twin Turbo,32810,1,1
2023,2014 INFINITI Q50 Base,20590.0,94908, Rear-wheel Drive ,20–29,Gasoline ,7-Speed Automatic,3.7L V6 24V MPFI DOHC,0,3,3
2024,2017 Honda CR-V EX,19500.0,108400, Front-wheel Drive ,28–34,Gasoline Fuel ,CVT Transmission,190.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,0,3,3
2025,2021 Cadillac Escalade ESV Sport Platinum,122999.0,8465, Four-wheel Drive ,14–19,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV,32771,1,1
2026,2020 Jeep Wrangler Unlimited Sahara,37498.0,41646, Four-wheel Drive ,17–23,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,33062,1,0
2027,2020 Jeep Gladiator Sport,41462.0,11842, Four-wheel Drive ,16–23,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,3801,3,3
2028,2018 Cadillac XTS Luxury,37990.0,61479, All-wheel Drive ,17–26,Gasoline ,6-Speed Automatic,3.6L V6 24V GDI DOHC,8065,0,0
2029,2017 Honda Accord Touring,27874.0,20870, Front-wheel Drive ,21–32,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI SOHC,30341,0,1
2030,2015 Toyota RAV4 Limited,23488.0,49525, Front-wheel Drive ,24–31,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC,90505,1,1
2031,2021 RAM 1500 Limited,58500.0,17373, Rear-wheel Drive ,15–22,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,75006,3,3
2032,2019 Volvo XC90 T6 Inscription,50880.0,38075, All-wheel Drive ,19–26,Gasoline ,Automatic,Turbo/Supercharger Premium Unleaded I-4 2.0 L/120,98037,1,1
2033,2019 Dodge Challenger R/T,33950.0,45105, Rear-wheel Drive ,15–23,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,20166,0,0
2034,2005 Lincoln Aviator Luxury,25000.0,89883, All-wheel Drive ,13–18,Gasoline Fuel ,A/T,302.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,0,3,3
2035,2017 Chevrolet Cruze LT,16995.0,69017, Front-wheel Drive ,30–40,Gasoline ,6-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,53227,0,1
2036,2020 BMW M340 i xDrive,52988.0,11234, All-wheel Drive ,22–30,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,60610,1,1
2037,2020 Mercedes-Benz GLS 450 Base 4MATIC,69999.0,24702, All-wheel Drive ,19–23,Gasoline ,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,60169,0,1
2038,2019 RAM 2500 Limited,72991.0,49152, Four-wheel Drive ,None,Diesel ,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel,77054,0,1
2039,2019 Honda CR-V EX,28672.0,33408, Front-wheel Drive ,28–34,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,20716,3,3
2040,2020 Chevrolet Silverado 2500 High Country,80000.0,14282, Four-wheel Drive ,0–0,Diesel Fuel ,10-Speed A/T,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,0,3,3
2041,2017 Mercedes-Benz AMG GLE 63 S Coupe 4MATIC,55995.0,69375, All-wheel Drive ,14–18,Gasoline ,7-Speed Automatic,5.5L V8 32V GDI DOHC Twin Turbo,32809,0,0
2042,2015 Jeep Wrangler Sport,28000.0,44028, Four-wheel Drive ,17–21,Gasoline ,5-Speed Automatic,3.6L V6 24V MPFI DOHC,76180,0,1
2043,2020 Toyota Tundra SR5,34997.0,100605, Four-wheel Drive ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,33063,1,1
2044,2012 Toyota Highlander Hybrid Limited,22997.0,83015, All-wheel Drive ,28–28,Hybrid ,Automatic CVT,3.5L V6 24V MPFI DOHC Hybrid,27332,3,3
2045,2010 Toyota Prius I,9904.0,162205, Front-wheel Drive ,51–48,Hybrid ,Automatic CVT,1.8L I4 16V MPFI DOHC Hybrid,18018,3,3
2046,2017 Honda Civic LX,15737.0,95950, Front-wheel Drive ,31–40,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC,85260,0,0
2047,2016 BMW X5 xDrive35i,27867.0,81687, All-wheel Drive ,18–24,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,75234,0,1
2048,2014 Honda CR-V EX,20375.0,43279, Front-wheel Drive ,23–31,Gasoline ,5-SPEED A/T,4 Cylinder Engine,37210,3,3
2049,2017 Chevrolet Malibu 1LT,15900.0,65000, Front-wheel Drive ,27–36,Gasoline ,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,32805,3,3
2050,2021 Jeep Grand Cherokee L Summit,62695.0,3172, Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,98005,1,1
2051,2021 Jeep Grand Cherokee L Limited,54991.0,9474, Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,98168,1,1
2052,2020 Jeep Grand Cherokee Limited,39487.0,23008, Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,2062,3,3
2053,2020 Kia Telluride SX,42600.0,18133, All-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC,75116,3,3
2054,2015 Jeep Wrangler Unlimited Sport,33968.0,38421, Four-wheel Drive ,16–21,Gasoline ,5-Speed Automatic,3.6L V6 24V MPFI DOHC,22406,3,3
2055,2019 BMW X3 sDrive30i,32880.0,49178, Rear-wheel Drive ,23–30,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,75093,0,0
2056,2018 Honda Clarity Plug-In Hybrid Base,26994.0,68086, Front-wheel Drive ,None,Hybrid ,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,45014,1,1
2057,2021 Audi Q5 45 Premium,43999.0,14230, All-wheel Drive ,23–28,Gasoline ,7-Speed Automatic,2.0L,32771,1,0
2058,2019 BMW 430 i xDrive,46977.0,27635, All-wheel Drive ,22–32,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,60540,1,1
2059,2003 BMW Z4 2.5i Roadster,14999.0,47171, Rear-wheel Drive ,20–28,Gasoline ,5-Speed Manual,2.5L I6 24V MPFI DOHC,85201,0,1
2060,2018 BMW X5 xDrive35i,40950.0,22618, All-wheel Drive ,18–24,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,27511,3,3
2061,2022 Genesis GV70 3.5T Sport,58990.0,3161, All-wheel Drive ,19–25,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,34471,3,3
2062,2019 Mercedes-Benz S-Class S 450 4MATIC,57995.0,36219, All-wheel Drive ,18–28,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,23237,0,1
2063,2019 Land Rover Range Rover 5.0L V8 Supercharged,89989.0,51055, Four-wheel Drive ,16–21,Gasoline ,Automatic,V8,37421,3,3
2064,2017 BMW 440 i,38567.0,39966, Rear-wheel Drive ,21–29,Gasoline ,Automatic,Intercooled Turbo Premium Unleaded I-6 3.0 L/183,34474,0,1
2065,2021 Honda Civic Type R Touring,53722.0,5431, Front-wheel Drive ,22–28,Gasoline ,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,11520,1,1
2066,2022 Mercedes-Benz AMG GLC 43 Base 4MATIC,68433.0,570, All-wheel Drive ,None,Gasoline ,9-Speed Automatic with Overdrive,3.0L V6 24V GDI DOHC Twin Turbo,98424,1,1
2067,2019 INFINITI Q50 3.0t LUXE,35361.0,21407, All-wheel Drive ,None,– ,7-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,45459,3,3
2068,2020 Nissan Maxima 3.5 SR,38550.0,16441, Front-wheel Drive ,20–30,Gasoline ,Automatic CVT,3.5L V6 24V GDI DOHC,54904,1,1
2069,2017 Subaru Forester 2.5i,18997.0,42038, All-wheel Drive ,26–32,Gasoline ,Automatic CVT,2.5L H4 16V MPFI DOHC,98203,3,3
2070,2019 Chevrolet Cruze LS,19999.0,13542, Front-wheel Drive ,28–38,Gasoline ,6-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,8052,1,1
2071,2019 Ford Escape SE,19998.0,49510, Front-wheel Drive ,23–30,Gasoline ,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,28212,1,1
2072,2018 Subaru Impreza 2.0i,14995.0,40241, All-wheel Drive ,28–37,Gasoline ,Automatic,4 Cylinder Engine,84088,3,3
2073,2019 Lincoln Nautilus Reserve,35498.0,35830, Front-wheel Drive ,21–26,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,33907,1,1
2074,2020 Land Rover Range Rover Velar S,38000.0,48474, Four-wheel Drive ,21–27,Gasoline ,Automatic,I4,7407,1,0
