,index,name,price,mileage,ex_color,in_color,drivetrain,mpg,fuel_type,transmission,engine
898,3,2018 BMW 330 i xDrive,23450,26485, Gray , Black , All-wheel Drive ,23–33,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
899,4,2018 Cadillac XT5 Luxury,32991,13655, Crystal White Tri-Coat , Black , Front-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC
900,5,2019 Lexus GX 460 Base,44802,18659, Black Onyx , Black , Four-wheel Drive ,15–18,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC
901,6,2018 Audi S5 3.0T Prestige,41777,45202, Daytona Gray Pearl Effect , Black , All-wheel Drive ,21–30,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo
902,7,2019 Audi Q8 3.0T Premium,66490,17506, Orca Black Metallic , Okapi Brown , All-wheel Drive ,17–22,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo
903,8,2020 Hyundai Palisade Limited,46116,18001, Moonlight Cloud , Black , Front-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC
904,9,2017 Audi Q7 3.0T Premium Plus,33398,67203, Ink Blue Metallic , Nougat Brown , All-wheel Drive ,19–25,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged
905,10,2018 Mercedes-Benz GLE 350 Base 4MATIC,37744,49312, Gray , Black , All-wheel Drive ,18–22,Gasoline ,7-Speed Automatic,3.5L V6 24V GDI DOHC
906,11,2019 BMW X5 xDrive40i,57998,14625, Arctic Gray Metallic , Amarone , All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
907,12,2020 Acura MDX 3.5L w/Technology Package,42997,21054, Modern Steel Metallic , Ebony , All-wheel Drive ,19–26,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC
908,13,2011 Lexus LS 460 Base,17899,130602, Black , – , All-wheel Drive ,16–23,Gasoline ,8-Speed Automatic,4.6L V8 32V PDI DOHC
909,14,2018 Lexus GS 350 F Sport,36352,59084, Black , Red , Rear-wheel Drive ,19–27,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
910,15,2020 Volvo V60 T5 Momentum,31988,32305, Black Stone , – , Front-wheel Drive ,23–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
911,16,2020 Nissan Murano SL,31000,15450, Black , Graphite , All-wheel Drive ,20–28,Gasoline ,Automatic CVT,3.5L V6 24V MPFI DOHC
912,17,2021 Honda Pilot EX-L,38588,21789, Crystal Black Pearl , – , Front-wheel Drive ,20–27,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC
913,18,2019 BMW X3 sDrive30i,36994,18762, Black Sapphire Metallic , Black , Rear-wheel Drive ,23–30,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
914,19,2018 Mercedes-Benz AMG GLC 63 S 4MATIC Coupe,75992,11277, Black , – , All-wheel Drive ,15–22,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo
915,0,2017 Audi Q7 3.0T Premium Plus,33398,67203, Ink Blue Metallic , Nougat Brown , All-wheel Drive ,19–25,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged
916,1,2018 Mercedes-Benz GLE 350 Base 4MATIC,37744,49312, Gray , Black , All-wheel Drive ,18–22,Gasoline ,7-Speed Automatic,3.5L V6 24V GDI DOHC
917,2,2019 BMW X5 xDrive40i,57998,14625, Arctic Gray Metallic , Amarone , All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
918,3,2020 Acura MDX 3.5L w/Technology Package,42997,21054, Modern Steel Metallic , Ebony , All-wheel Drive ,19–26,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC
919,4,2011 Lexus LS 460 Base,17899,130602, Black , – , All-wheel Drive ,16–23,Gasoline ,8-Speed Automatic,4.6L V8 32V PDI DOHC
920,5,2018 Lexus GS 350 F Sport,36352,59084, Black , Red , Rear-wheel Drive ,19–27,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
921,6,2020 Volvo V60 T5 Momentum,31988,32305, Black Stone , – , Front-wheel Drive ,23–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
922,7,2020 Nissan Murano SL,31000,15450, Black , Graphite , All-wheel Drive ,20–28,Gasoline ,Automatic CVT,3.5L V6 24V MPFI DOHC
923,8,2021 Honda Pilot EX-L,38588,21789, Crystal Black Pearl , – , Front-wheel Drive ,20–27,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC
924,9,2017 Lexus NX 200t Base,31936,36128, Nebula Gray Pearl , Black , Front-wheel Drive ,22–28,Gasoline ,6-Speed Automatic,2.0L I4 16V PDI DOHC Turbo
925,10,2019 BMW X3 sDrive30i,36994,18762, Black Sapphire Metallic , Black , Rear-wheel Drive ,23–30,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
926,11,2018 Mercedes-Benz AMG GLC 63 S 4MATIC Coupe,75992,11277, Black , – , All-wheel Drive ,15–22,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo
927,12,2020 INFINITI QX60 Pure,30999,48523, Black Obsidian , Graphite , Front-wheel Drive ,20–27,Gasoline ,Automatic CVT,3.5L V6 24V GDI DOHC
928,13,2021 Honda Pilot EX-L,37560,49231, Crystal Black Pearl , Black , Front-wheel Drive ,20–27,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC
929,14,2018 BMW X1 xDrive28i,31490,19137, Dark Olive Metallic , Oyster , All-wheel Drive ,22–31,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
930,15,2019 Audi Q5 2.0T Premium,38992,22927, Glacier White Metallic , Atlas Beige / Gray , All-wheel Drive ,22–27,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
931,16,2019 Cadillac XT5 Luxury,33799,35180, Stellar Black Metallic , Black , Front-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC
932,17,2021 Jeep Grand Cherokee Trailhawk,47990,18315, Diamond Black , Ruby Red , Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
933,18,2019 BMW M850 i xDrive,77480,34021, Carbon Black Metallic , Fiona Red , All-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo
934,19,2021 Lexus RX 350 Base,50488,14411, Nightfall Mica , Parchment , All-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
935,0,2021 BMW X3 sDrive30i,43962,34653, Dark Graphite Metallic , Black , Rear-wheel Drive ,25–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
936,1,2020 Acura TLX V6 w/Technology Package,39500,18980, Black , Ebony , Front-wheel Drive ,20–31,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC
937,2,2020 Alfa Romeo Stelvio Ti,44977,32617, Alfa White , Red / Black , All-wheel Drive ,22–28,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo
938,3,2018 Audi Q3 2.0T Sport Premium,28495,30122, Utopia Blue Metallic , Black , All-wheel Drive ,20–28,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
939,4,2019 BMW X5 xDrive40i,48998,53926, Jet Black , Black , All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
940,5,2017 INFINITI QX60 Base,31990,57152, Graphite Shadow , Graphite , All-wheel Drive ,19–26,Gasoline ,Automatic CVT,3.5L V6 24V MPFI DOHC
941,6,2021 Ford Expedition Limited,65500,5385, Black , – , Rear-wheel Drive ,17–23,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo
942,7,2021 Kia Seltos SX,37951,14067, Steel Gray , Black , All-wheel Drive ,25–30,Gasoline ,7-Speed Automatic with Auto-Shift,1.6L I4 16V GDI DOHC Turbo
943,8,2020 Mercedes-Benz GLA 250 Base,34632,13316, Jupiter Red , – , Front-wheel Drive ,24–34,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
944,9,2018 BMW 330 i xDrive,29000,37361, Platinum Silver Metallic , Venetian Beige , All-wheel Drive ,23–33,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
945,10,2021 Subaru Ascent Limited 7-Passenger,43998,12060, Crystal White Pearl , Black , All-wheel Drive ,20–26,Gasoline ,Automatic CVT,2.4L H4 16V GDI DOHC Turbo
946,11,2017 Honda CR-V EX,23999,10254, Burgundy , Gray , Front-wheel Drive ,28–34,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
947,12,2017 Lincoln MKZ Reserve,24800,52359, Black , Black , All-wheel Drive ,20–28,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
948,13,2015 BMW 335 i xDrive,27999,31040, White , Black , All-wheel Drive ,20–30,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
949,14,2021 Acura RDX A-Spec,44684,15490, Modern Steel Metallic , Red , Front-wheel Drive ,22–27,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
950,15,2020 Cadillac Escalade Luxury,64834,18121, Shadow Metallic , Black , Four-wheel Drive ,14–21,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV
951,16,2020 Nissan Pathfinder SV,29999,12948, Gun Metallic , Charcoal , Front-wheel Drive ,20–27,Gasoline ,Automatic CVT,3.5L V6 24V GDI DOHC
952,17,2017 BMW X5 xDrive35i,38480,44624, Black Sapphire Metallic , Black , All-wheel Drive ,18–24,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
953,18,2020 RAM 1500 Laramie,48700,18189, Granite Crystal Clearcoat Metallic , Black , Four-wheel Drive ,19–24,Diesel ,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel
955,0,2015 BMW 335 i xDrive,27999,31040, White , Black , All-wheel Drive ,20–30,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
956,1,2021 Acura RDX A-Spec,44684,15490, Modern Steel Metallic , Red , Front-wheel Drive ,22–27,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
957,2,2020 Cadillac Escalade Luxury,64834,18121, Shadow Metallic , Black , Four-wheel Drive ,14–21,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV
958,3,2020 Nissan Pathfinder SV,29999,12948, Gun Metallic , Charcoal , Front-wheel Drive ,20–27,Gasoline ,Automatic CVT,3.5L V6 24V GDI DOHC
959,4,2017 BMW X5 xDrive35i,38480,44624, Black Sapphire Metallic , Black , All-wheel Drive ,18–24,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
960,5,2020 RAM 1500 Laramie,48700,18189, Granite Crystal Clearcoat Metallic , Black , Four-wheel Drive ,19–24,Diesel ,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel
961,6,2021 Aston Martin DBX Base,179900,44582, Magnetic Silver , Obsidian Black , All-wheel Drive ,14–18,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo
962,7,2019 INFINITI QX60 Luxe,30991,17812, Graphite Shadow , Graphite , All-wheel Drive ,19–26,Gasoline ,Automatic CVT,3.5L V6 24V GDI DOHC
963,8,2021 Acura RDX Technology Package,44491,19546, Majestic Black Pearl , Espresso , All-wheel Drive ,21–27,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
964,9,2019 Lexus GX 460 Base,47988,18810, Claret Mica , Black , Four-wheel Drive ,15–18,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC
965,10,2020 Toyota Highlander Hybrid Limited,46981,15601, Celestial Silver Metallic , – , All-wheel Drive ,35–34,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid
966,11,2019 Ford Escape Titanium,28495,7306, Agate Black , Charcoal Black , Four-wheel Drive ,21–27,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
967,12,2022 Hyundai Kona SEL,26150,31489, Lunar White , Gray , All-wheel Drive ,28–33,Gasoline ,Variable,Regular Unleaded I-4 2.0 L/122
968,13,2019 Honda Civic EX,24751,31937, Black , – , Front-wheel Drive ,31–40,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
969,14,2019 Audi SQ5 3.0T Premium,53000,32160, Daytona Gray Pearl Effect , Black , All-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo
970,15,2019 BMW 330 i xDrive,39577,10000, Mineral Gray Metallic , Black , All-wheel Drive ,25–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
971,16,2021 Subaru WRX STI Base,45695,14880, Ice Silver Metallic , Black , All-wheel Drive ,16–22,Gasoline ,6-SPEED M/T,4 Cylinder Engine
972,17,2020 Mercedes-Benz GLC 300 Base 4MATIC,37496,43813, Graphite Gray Metallic , Black , All-wheel Drive ,21–28,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
973,18,2018 Jeep Grand Cherokee Limited,33663,36020, Diamond Black , Black , Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
975,0,2016 Ford Explorer Limited,28764,36020, Magnetic Metallic , Ebony Black , Four-wheel Drive ,16–23,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC
976,1,2021 Kia Seltos S,27391,17319, Mars Orange , Black , All-wheel Drive ,27–31,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC
977,2,2020 Jeep Grand Cherokee Limited,37891,36390, Sangria Metallic , Black , Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
978,3,2019 Land Rover Range Rover 5.0L V8 Supercharged Autobiography,118990,40502, Santorini Black , Vintage Tan / Ebony / Ivory , Four-wheel Drive ,16–21,Gasoline ,8-Speed Automatic,5.0L V8 32V GDI DOHC Supercharged
979,4,2016 Lincoln MKX Reserve,27490,47202, White , Terracotta , All-wheel Drive ,16–23,Gasoline ,6-Speed Automatic,3.7L V6 24V MPFI DOHC
980,5,2019 BMW M550 i xDrive,58997,13534, Black Sapphire Metallic , Black , All-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo
981,6,2021 Lincoln Corsair Standard,37800,14307, Pristine White , Ebony , Front-wheel Drive ,22–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
982,7,2021 Tesla Model Y Long Range,72994,13544, Pearl White Multi , White / Black , All-wheel Drive ,131–117,Electric ,1-Speed Automatic,Electric
983,8,2017 Mazda MX-5 Miata RF Club,6950,22694, Arctic White , Black , Rear-wheel Drive ,27–36,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC
984,9,2021 Audi Q7 55 Prestige,71799,19489, Orca Black Metallic , Okapi Brown , All-wheel Drive ,18–23,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo
985,10,2022 RAM 1500 TRX,96995,1756, Granite Crystal Clearcoat Metallic , Black , Four-wheel Drive ,None,Gasoline ,8-Speed Automatic,6.2L V8 16V MPFI OHV Supercharged
986,11,2018 BMW M5 Base,70950,29825, Blue , Smoke White / Black , All-wheel Drive ,15–21,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo
987,12,2020 INFINITI QX50 SENSORY,44500,15996, Black Obsidian , Graphite , All-wheel Drive ,22–28,Gasoline ,Automatic CVT,2.0L I4 16V PDI DOHC Turbo
988,13,2020 Lexus GX 460 Base,59744,18315, Black , – , Four-wheel Drive ,15–19,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC
989,14,2020 Acura TLX Technology,29000,30715, Majestic Black Pearl , Ebony , Front-wheel Drive ,23–33,Gasoline ,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC
990,15,2019 Tesla Model 3 Standard Range Plus,49999,42560, Black , Black , Rear-wheel Drive ,140–124,Electric ,1-Speed Automatic,Electric
991,16,2018 Lexus GX 460 Base,39902,39637, Nightfall Mica , Ecru , Four-wheel Drive ,15–18,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC
992,17,2019 Lincoln Nautilus Reserve,39820,48127, Agate Black Metallic , Ebony , All-wheel Drive ,20–25,Gasoline ,8-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo
993,18,2020 Jeep Grand Cherokee Limited,37542,23794, Granite Crystal Clearcoat Metallic , Black , Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
994,19,2021 Audi Q3 45 S line Premium,41473,12160, Pulse Orange , Black , All-wheel Drive ,20–28,Gasoline ,7-Speed Automatic,I4
995,0,2021 BMW X3 M AWD,73128,12001, Black , – , All-wheel Drive ,14–19,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Twin Turbo
996,1,2020 Toyota RAV4 XLE,37498,16282, – , – , All-wheel Drive ,27–33,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
997,2,2018 Cadillac XT5 Luxury,34000,17828, Radiant Silver Metallic , Jet Black , Front-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC
998,3,2018 Jeep Grand Cherokee Laredo,31000,18100, Diamond Black , Black , Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
999,4,2019 Mercedes-Benz GLA 250 Base 4MATIC,36000,16748, Polar White , Black , All-wheel Drive ,23–31,E85 Flex Fuel ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo Flexible Fuel
1000,5,2021 Toyota Tundra SR5,51997,15437, Cement , Black , Four-wheel Drive ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC
1001,6,2019 BMW 330 i xDrive,36989,50001, Black Sapphire Metallic , Cognac , All-wheel Drive ,25–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1002,7,2021 Honda Pilot Black Edition,46595,9588, Crystal Black Pearl , Black , All-wheel Drive ,19–26,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC
1003,8,2016 Ford Escape Titanium,18990,92410, Gold , Charcoal Black , Four-wheel Drive ,22–29,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1004,9,2019 Volvo XC60 T5 Momentum,38968,35000, Pine Gray Metallic , Maroon Brown , All-wheel Drive ,20–27,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1005,10,2011 GMC Terrain SLT-2,3400,168202, Gray , Black , Front-wheel Drive ,None,Gasoline ,6-Speed Automatic,2.4L I4 16V GDI DOHC
1006,11,2018 Ford F-150 XLT,39999,43835, Ruby Red , Black , Four-wheel Drive ,None,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo
1007,12,2016 Jeep Grand Cherokee Overland,29975,47544, Brilliant Black Crystal Pearlcoat , Light Frost / Brown , Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
1008,13,2019 Dodge Grand Caravan R/T,22990,72251, Black Onyx Crystal Pearlcoat , Black , Front-wheel Drive ,17–25,Gasoline ,Automatic,Regular Unleaded V-6 3.6 L/220
1009,14,2014 Honda Civic LX,10495,119100, White , Gray , Front-wheel Drive ,30–39,Gasoline ,Automatic CVT,1.8L I4 16V MPFI SOHC
1010,15,2020 BMW X5 xDrive40i,56495,19311, Jet Black , Black , All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
1011,16,2019 BMW M850 i xDrive,77597,38181, Carbon Black Metallic , Cognac , All-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo
1012,17,2019 BMW 330 i xDrive,39000,39186, Alpine White , Black , All-wheel Drive ,25–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1013,18,2019 Volvo XC60 T5 Momentum,38253,38634, Onyx Black , Charcoal , All-wheel Drive ,20–27,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1014,19,2020 Mercedes-Benz GLE 350 Base 4MATIC,61785,16497, Black , Macchiato , All-wheel Drive ,19–26,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1015,0,2014 Honda Civic LX,10495,119100, White , Gray , Front-wheel Drive ,30–39,Gasoline ,Automatic CVT,1.8L I4 16V MPFI SOHC
1016,1,2020 BMW X5 xDrive40i,56495,19311, Jet Black , Black , All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
1017,2,2019 BMW M850 i xDrive,77597,38181, Carbon Black Metallic , Cognac , All-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo
1018,3,2019 BMW 330 i xDrive,39000,39186, Alpine White , Black , All-wheel Drive ,25–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1019,4,2019 Volvo XC60 T5 Momentum,38253,38634, Onyx Black , Charcoal , All-wheel Drive ,20–27,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1020,5,2020 Mercedes-Benz GLE 350 Base 4MATIC,61785,16497, Black , Macchiato , All-wheel Drive ,19–26,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1021,6,2021 Mercedes-Benz GLE 350 Base 4MATIC,65999,19810, Emerald Green Metallic , Macchiato Beige , All-wheel Drive ,19–26,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1022,7,2018 Land Rover Range Rover Sport 3.0L Supercharged SE,64500,10083, Santorini Black , Ebony , Four-wheel Drive ,17–23,Gasoline ,Automatic,V6
1023,8,2019 Lexus RX 350 350,44503,15943, Nebula Gray Pearl , Black , Front-wheel Drive ,20–28,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
1024,9,2017 Subaru Forester 2.5i Premium,13990,69278, Venetian Red Pearl , Gray , All-wheel Drive ,26–32,Gasoline ,Automatic CVT,2.5L H4 16V MPFI DOHC
1025,10,2020 BMW X5 sDrive40i,54000,43233, Jet Black , Black , Rear-wheel Drive ,21–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
1026,11,2017 Mercedes-Benz C-Class C 300,24952,68953, Polar White , – , Rear-wheel Drive ,24–34,Gasoline ,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1027,12,2018 Mazda CX-5 Grand Touring,26721,57568, Jet Black Mica , Black , All-wheel Drive ,24–30,Gasoline ,6-Speed Automatic,2.5L I4 16V
1028,13,2010 Lexus ES 350 ,12990,101666, White , Gray , Front-wheel Drive ,19–27,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC
1029,14,2016 Lincoln MKX Reserve,26640,57302, Ingot Silver , – , All-wheel Drive ,16–23,Gasoline ,6-Speed Automatic,3.7L V6 24V MPFI DOHC
1030,15,2020 Lincoln Corsair Reserve,40936,13807, Black , Sandstone , All-wheel Drive ,21–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1031,16,2020 BMW X5 xDrive40i,58777,17261, Dark Graphite Metallic , Ivory White , All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
1032,17,2021 BMW X3 xDrive30i,49998,15709, Blue , Cream , All-wheel Drive ,23–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1033,18,2021 Subaru Ascent Limited 7-Passenger,42491,28240, Crimson Red Pearl , Black , All-wheel Drive ,20–26,Gasoline ,Automatic CVT,2.4L H4 16V GDI DOHC Turbo
1034,19,2020 Tesla Model Y Long Range,71888,13659, White , White / Black , All-wheel Drive ,127–114,Electric ,1-Speed Automatic,Electric
1035,0,2020 INFINITI QX60 Luxe,39750,11804, Liquid Platinum , Graphite , Front-wheel Drive ,20–27,Gasoline ,Automatic CVT,3.5L V6 24V GDI DOHC
1036,1,2018 Toyota RAV4 XLE,29562,24164, Galactic Aqua , Ash , All-wheel Drive ,22–28,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC
1037,2,2019 Lexus IS 300 IS 300 F SPORT,38998,17150, Obsidian Black , Red , Rear-wheel Drive ,21–30,Gasoline ,8-Speed Automatic,2.0L I4 16V PDI DOHC Turbo
1038,3,2020 Tesla Model 3 Performance,59700,46021, Black , Black , All-wheel Drive ,118–107,– ,1-Speed Automatic,0.0
1039,4,2017 BMW X3 xDrive28i,27990,48078, Deep Sea Blue Metallic , Sand Beige / Black , All-wheel Drive ,21–28,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1040,5,2021 BMW X3 xDrive30i,45880,20705, Dark Graphite Metallic , Canberra Beige/Black , All-wheel Drive ,23–29,Gasoline ,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122
1041,6,2020 INFINITI QX60 Luxe,37894,21702, Black Obsidian , Graphite , Front-wheel Drive ,20–27,Gasoline ,Automatic CVT,3.5L V6 24V GDI DOHC
1042,7,2017 BMW 330 i,26995,47940, Mineral Gray Metallic , Coral Red / Black , Rear-wheel Drive ,23–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1043,8,2018 Nissan Rogue SL,28789,37751, Magnetic Black , Charcoal , Front-wheel Drive ,26–33,Gasoline ,Automatic CVT,2.5L I4 16V MPFI DOHC
1044,9,2022 Chevrolet Tahoe Z71,82977,16600, Black , Black , Four-wheel Drive ,15–20,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV
1045,10,2019 Honda CR-V EX,29350,32597, Gunmetal Metallic , Gray , Front-wheel Drive ,28–34,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
1046,11,2020 Mercedes-Benz GLC 300 Base 4MATIC,41990,11090, Polar White , Silk Beige / Black , All-wheel Drive ,21–28,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1047,12,2019 Mercedes-Benz C-Class C 300,42000,16761, Graphite , Cranberry Red , Rear-wheel Drive ,22–31,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1048,13,2019 Jeep Grand Cherokee Limited,32541,52004, Bright White Clearcoat , Black , Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
1049,14,2021 BMW X3 sDrive30i,42741,12525, Glacier Silver Metallic , Black , Rear-wheel Drive ,25–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1050,15,2020 Land Rover Range Rover Evoque SE,41990,33960, Santorini Black , Ebony / Ebony , All-wheel Drive ,20–27,Gasoline ,Automatic,I4
1051,16,2018 Mercedes-Benz GLC 300 Base 4MATIC,31992,49778, Selenite Gray Metallic , Black , All-wheel Drive ,21–28,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
1052,17,2020 Volvo S60 T5 Momentum,33995,15316, Black Stone , Charcoal , Front-wheel Drive ,23–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
